user_id,city,segment,avg_order_value,order_frequency,preferred_cuisine,veg_preference_ratio,price_sensitivity_score,recency_score,lifetime_orders,user_frequency_bucket
4991,Chennai,budget,164.77,0.233,Fast Food,0.355,0.819,0.767,7,1
4992,Pune,premium,933.31,5.7,North Indian,0.367,0.354,0.931,171,3
4993,Delhi,mid,202.18,2.433,Fast Food,0.468,0.348,0.749,73,3
4994,Hyderabad,budget,128.35,5.533,Fast Food,0.371,0.691,0.355,166,3
4995,Chennai,mid,421.1,4.033,South Indian,0.686,0.361,0.441,121,3
4996,Hyderabad,budget,167.16,5.533,Fast Food,0.29,0.823,0.511,166,3
4997,Pune,budget,106.94,0.1,Fast Food,0.085,0.603,0.116,2,0
4998,Chennai,mid,443.41,5.3,South Indian,0.066,0.482,0.661,159,3
4999,Delhi,budget,123.44,4.4,Other,0.545,0.659,0.551,132,3
5000,Bengaluru,mid,272.26,4.567,Fast Food,0.193,0.327,0.377,137,3
5001,Chennai,budget,174.35,3.867,South Indian,0.396,0.797,0.331,116,3
5002,Bengaluru,mid,350.62,1.833,Chinese,0.383,0.653,0.706,55,3
5003,Bengaluru,mid,297.71,5.667,Chinese,0.441,0.499,0.77,170,3
5004,Pune,budget,122.16,5.7,South Indian,0.61,0.633,0.846,171,3
5005,Mumbai,budget,96.51,0.1,North Indian,0.438,0.687,0.099,3,0
5006,Bengaluru,budget,130.21,0.1,Chinese,0.136,0.799,0.284,1,0
5007,Bengaluru,mid,460.0,2.8,Biryani,0.437,0.637,0.762,84,3
5008,Chennai,mid,374.46,4.867,Chinese,0.407,0.308,0.431,146,3
5009,Pune,mid,445.86,0.1,Fast Food,0.705,0.559,0.015,1,0
5010,Pune,budget,175.8,0.1,Other,0.13,0.968,0.279,2,0
5011,Bengaluru,budget,119.39,2.767,South Indian,0.591,0.837,0.875,83,3
5012,Bengaluru,mid,185.09,3.7,Fast Food,0.296,0.376,0.521,111,3
5013,Mumbai,budget,103.66,5.967,Chinese,0.045,0.744,0.54,179,3
5014,Pune,mid,282.88,2.233,Desserts,0.345,0.627,0.26,67,3
5015,Delhi,budget,112.57,1.567,South Indian,0.701,0.901,0.881,47,2
5016,Delhi,budget,199.05,4.733,Desserts,0.547,0.818,0.638,142,3
5017,Bengaluru,mid,447.06,5.833,South Indian,0.273,0.591,0.932,175,3
5018,Pune,mid,571.19,5.7,South Indian,0.457,0.379,0.487,171,3
5019,Pune,mid,273.63,4.267,Fast Food,0.501,0.675,0.462,128,3
5020,Delhi,budget,229.87,0.267,Chinese,0.419,0.695,0.462,8,1
5021,Hyderabad,premium,1018.25,4.4,Fast Food,0.564,0.365,0.492,132,3
5022,Delhi,premium,653.55,0.9,Biryani,0.522,0.116,0.816,27,2
5023,Bengaluru,premium,794.71,5.267,Chinese,0.227,0.028,0.627,158,3
5024,Chennai,mid,474.07,6.167,South Indian,0.302,0.695,0.781,185,3
5025,Hyderabad,mid,344.11,4.133,South Indian,0.663,0.669,0.841,124,3
5026,Pune,mid,336.36,1.7,North Indian,0.195,0.449,0.685,51,3
5027,Hyderabad,budget,118.63,2.1,Biryani,0.693,0.677,0.452,63,3
5028,Chennai,budget,80.0,4.9,Desserts,0.327,0.857,0.556,147,3
5029,Bengaluru,mid,357.05,5.1,Chinese,0.335,0.621,0.934,153,3
5030,Chennai,budget,114.51,5.433,South Indian,0.43,0.819,0.737,163,3
5031,Chennai,budget,96.23,0.8,Biryani,0.602,0.773,0.497,24,2
5032,Pune,premium,784.44,0.1,Fast Food,0.295,0.334,0.07,3,0
5033,Bengaluru,budget,80.0,6.4,South Indian,0.784,0.93,0.828,192,3
5034,Hyderabad,mid,430.61,0.367,Chinese,0.36,0.646,0.232,11,1
5035,Chennai,mid,398.36,2.967,South Indian,0.447,0.32,0.531,89,3
5036,Pune,budget,129.99,4.933,North Indian,0.088,0.785,0.385,148,3
5037,Mumbai,premium,687.34,0.1,North Indian,0.71,0.261,0.172,1,0
5038,Mumbai,budget,90.49,6.4,South Indian,0.751,0.857,0.617,192,3
5039,Mumbai,premium,850.07,4.533,North Indian,0.6,0.305,0.58,136,3
5040,Mumbai,mid,368.74,2.533,Chinese,0.373,0.506,0.787,76,3
5041,Delhi,budget,163.09,4.2,Desserts,0.778,0.906,0.6,126,3
5042,Delhi,budget,175.09,4.767,Fast Food,0.18,0.943,0.633,143,3
5043,Mumbai,budget,117.88,5.233,North Indian,0.688,0.691,0.641,157,3
5044,Pune,budget,80.0,1.933,Biryani,0.28,0.632,0.575,58,3
5045,Chennai,budget,197.87,6.1,Biryani,0.234,0.686,0.717,183,3
5046,Delhi,premium,837.74,0.1,South Indian,0.397,0.193,0.215,2,0
5047,Bengaluru,budget,123.23,0.1,South Indian,0.84,0.825,0.145,1,0
5048,Bengaluru,premium,781.82,1.5,South Indian,0.316,0.094,0.635,45,2
5049,Pune,budget,212.9,2.667,North Indian,0.69,0.902,0.808,80,3
5050,Mumbai,premium,927.74,2.133,Fast Food,0.417,0.193,0.578,64,3
5051,Pune,budget,121.77,1.367,Fast Food,0.256,0.873,0.84,41,2
5052,Mumbai,budget,80.0,0.1,Chinese,0.666,0.666,0.281,2,0
5053,Hyderabad,mid,218.28,0.1,South Indian,0.431,0.654,0.108,1,0
5054,Hyderabad,budget,134.41,6.367,South Indian,0.239,0.651,0.869,191,3
5055,Delhi,premium,992.46,0.767,Chinese,0.248,0.26,0.789,23,2
5056,Mumbai,budget,113.58,3.867,North Indian,0.402,0.839,0.254,116,3
5057,Bengaluru,mid,290.37,1.967,Chinese,0.153,0.495,0.794,59,3
5058,Pune,mid,288.31,1.767,Biryani,0.309,0.408,0.767,53,3
5059,Hyderabad,mid,296.83,3.867,Other,0.159,0.629,0.262,116,3
5060,Pune,budget,149.44,1.033,North Indian,0.276,0.94,0.801,31,2
5061,Bengaluru,budget,86.0,0.7,North Indian,0.351,0.719,0.643,21,2
5062,Hyderabad,budget,204.22,0.1,Biryani,0.78,0.947,0.183,3,0
5063,Pune,budget,142.76,3.033,Chinese,0.131,0.874,0.503,91,3
5064,Bengaluru,budget,273.96,0.567,North Indian,0.536,0.69,0.909,17,2
5065,Pune,premium,465.29,0.1,Biryani,0.519,0.384,0.226,2,0
5066,Pune,mid,508.99,4.333,Desserts,0.211,0.514,0.488,130,3
5067,Hyderabad,mid,489.13,4.933,Biryani,0.395,0.328,0.681,148,3
5068,Bengaluru,budget,129.42,0.1,North Indian,0.524,0.882,0.201,3,0
5069,Delhi,budget,130.25,3.233,Fast Food,0.312,0.706,0.825,97,3
5070,Delhi,mid,257.87,5.167,Fast Food,0.33,0.65,0.51,155,3
5071,Pune,budget,104.51,2.4,South Indian,0.321,0.916,0.253,72,3
5072,Bengaluru,budget,149.97,0.1,South Indian,0.365,0.777,0.102,2,0
5073,Pune,mid,352.07,5.9,North Indian,0.059,0.392,0.814,177,3
5074,Bengaluru,mid,189.76,5.6,Fast Food,0.487,0.341,0.288,168,3
5075,Delhi,premium,1158.7,3.767,Chinese,0.2,0.194,0.907,113,3
5076,Hyderabad,budget,137.02,0.4,North Indian,0.263,0.793,0.93,12,1
5077,Delhi,mid,356.56,0.1,North Indian,0.103,0.486,0.115,3,0
5078,Bengaluru,budget,118.69,2.933,South Indian,0.226,0.724,0.279,88,3
5079,Bengaluru,budget,136.65,4.467,South Indian,0.828,0.837,0.863,134,3
5080,Chennai,mid,314.21,0.667,Chinese,0.539,0.539,0.62,20,2
5081,Pune,budget,149.85,2.833,Fast Food,0.249,0.665,0.382,85,3
5082,Hyderabad,mid,348.54,2.8,Biryani,0.079,0.392,0.538,84,3
5083,Pune,budget,190.24,3.133,North Indian,0.243,0.77,0.578,94,3
5084,Delhi,budget,161.36,3.8,South Indian,0.794,0.801,0.725,114,3
5085,Hyderabad,premium,840.86,0.1,South Indian,0.378,0.319,0.264,2,0
5086,Bengaluru,budget,149.51,4.0,Biryani,0.29,0.744,0.344,120,3
5087,Bengaluru,mid,373.13,3.1,Desserts,0.251,0.447,0.258,93,3
5088,Chennai,budget,137.93,6.167,South Indian,0.662,0.99,0.941,185,3
5089,Bengaluru,premium,900.62,2.267,Desserts,0.674,0.28,0.678,68,3
5090,Delhi,budget,166.13,6.133,Chinese,0.707,0.856,0.736,184,3
5091,Bengaluru,budget,142.1,0.1,Fast Food,0.541,0.604,0.218,1,0
5092,Mumbai,mid,331.21,2.167,Chinese,0.213,0.506,0.533,65,3
5093,Hyderabad,budget,144.54,2.8,North Indian,0.528,0.736,0.498,84,3
5094,Chennai,budget,151.52,0.1,North Indian,0.118,0.656,0.256,3,0
5095,Mumbai,premium,688.73,3.133,North Indian,0.562,0.235,0.551,94,3
5096,Bengaluru,mid,294.12,4.767,North Indian,0.274,0.5,0.3,143,3
5097,Delhi,mid,426.49,1.833,North Indian,0.447,0.563,0.413,55,3
5098,Mumbai,mid,432.81,6.367,North Indian,0.611,0.581,0.915,191,3
5099,Mumbai,premium,1056.77,4.7,Fast Food,0.367,0.159,0.423,141,3
5100,Bengaluru,premium,579.27,0.1,Fast Food,0.329,0.007,0.099,2,0
5101,Hyderabad,mid,416.64,1.733,Biryani,0.474,0.478,0.716,52,3
5102,Hyderabad,budget,80.0,4.167,Biryani,0.262,0.995,0.372,125,3
5103,Mumbai,budget,191.45,2.067,Other,0.371,0.688,0.857,62,3
5104,Mumbai,mid,204.34,2.8,Fast Food,0.64,0.677,0.675,84,3
5105,Mumbai,premium,503.13,4.367,South Indian,0.481,0.297,0.665,131,3
5106,Chennai,mid,383.22,2.4,South Indian,0.454,0.322,0.509,72,3
5107,Hyderabad,budget,118.93,6.033,North Indian,0.286,0.604,0.754,181,3
5108,Bengaluru,budget,112.08,0.1,Fast Food,0.576,0.694,0.211,1,0
5109,Mumbai,mid,301.52,2.867,North Indian,0.175,0.594,0.672,86,3
5110,Mumbai,premium,845.93,1.967,Fast Food,0.292,0.392,0.619,59,3
5111,Bengaluru,budget,103.36,2.067,South Indian,0.556,0.9,0.525,62,3
5112,Pune,mid,344.58,0.367,North Indian,0.424,0.358,0.517,11,1
5113,Mumbai,mid,312.13,0.7,Fast Food,0.798,0.592,0.398,21,2
5114,Hyderabad,premium,863.98,5.2,North Indian,0.12,0.15,0.665,156,3
5115,Hyderabad,budget,192.4,5.133,North Indian,0.676,0.998,0.455,154,3
5116,Pune,premium,332.94,0.7,Chinese,0.301,0.07,0.163,21,2
5117,Delhi,mid,454.51,3.733,Chinese,0.147,0.306,0.905,112,3
5118,Delhi,mid,288.92,2.267,Chinese,0.359,0.378,0.506,68,3
5119,Hyderabad,budget,161.81,4.7,Biryani,0.604,0.698,0.454,141,3
5120,Bengaluru,mid,256.11,0.1,South Indian,0.577,0.353,0.25,2,0
5121,Delhi,mid,387.11,0.1,North Indian,0.265,0.605,0.121,3,0
5122,Hyderabad,budget,277.57,4.2,Fast Food,0.31,0.63,0.704,126,3
5123,Pune,budget,156.36,0.1,North Indian,0.464,0.941,0.162,2,0
5124,Pune,mid,304.02,4.467,Fast Food,0.506,0.455,0.496,134,3
5125,Mumbai,mid,326.78,5.567,Fast Food,0.343,0.498,0.692,167,3
5126,Chennai,budget,80.0,6.6,North Indian,0.611,0.825,0.757,198,3
5127,Chennai,budget,222.45,4.733,Chinese,0.479,0.813,0.606,142,3
5128,Hyderabad,budget,165.64,2.767,North Indian,0.242,0.68,0.455,83,3
5129,Bengaluru,premium,490.22,3.467,North Indian,0.584,0.306,0.222,104,3
5130,Chennai,premium,496.74,1.033,South Indian,0.519,0.304,0.692,31,2
5131,Hyderabad,budget,150.76,0.1,Chinese,0.124,0.836,0.042,3,0
5132,Mumbai,budget,196.6,0.1,Desserts,0.284,0.972,0.061,1,0
5133,Mumbai,budget,92.45,1.833,Desserts,0.538,0.68,0.652,55,3
5134,Chennai,mid,461.34,3.467,Fast Food,0.643,0.548,0.627,104,3
5135,Bengaluru,premium,681.67,3.267,North Indian,0.307,0.229,0.239,98,3
5136,Hyderabad,mid,256.98,2.633,Biryani,0.129,0.473,0.86,79,3
5137,Chennai,budget,126.62,4.367,North Indian,0.343,0.716,0.513,131,3
5138,Delhi,budget,237.43,6.1,Fast Food,0.085,0.953,0.502,183,3
5139,Pune,budget,80.59,6.133,North Indian,0.401,0.683,0.493,184,3
5140,Delhi,premium,553.62,3.467,Fast Food,0.397,0.266,0.533,104,3
5141,Bengaluru,mid,445.26,0.1,Other,0.313,0.483,0.214,1,0
5142,Delhi,mid,371.65,3.1,North Indian,0.413,0.442,0.983,93,3
5143,Chennai,budget,110.44,5.967,South Indian,0.433,0.763,0.554,179,3
5144,Mumbai,premium,892.96,5.767,Chinese,0.119,0.346,0.478,173,3
5145,Bengaluru,budget,200.61,0.5,South Indian,0.345,0.892,0.789,15,1
5146,Delhi,premium,766.28,5.333,Biryani,0.434,0.394,0.721,160,3
5147,Chennai,premium,577.52,0.333,North Indian,0.291,0.208,0.399,10,1
5148,Mumbai,mid,304.17,4.8,North Indian,0.316,0.634,0.549,144,3
5149,Hyderabad,premium,756.94,2.367,Fast Food,0.625,0.363,0.802,71,3
5150,Chennai,budget,84.4,3.567,Biryani,0.706,0.668,0.737,107,3
5151,Chennai,mid,482.78,5.233,Biryani,0.302,0.692,0.73,157,3
5152,Hyderabad,budget,235.01,1.667,North Indian,0.427,0.78,0.762,50,2
5153,Hyderabad,mid,326.4,1.0,Fast Food,0.283,0.616,0.467,30,2
5154,Mumbai,budget,167.81,3.833,North Indian,0.634,0.665,0.607,115,3
5155,Hyderabad,budget,209.29,5.6,North Indian,0.123,0.697,0.953,168,3
5156,Chennai,budget,247.78,0.9,North Indian,0.631,0.722,0.756,27,2
5157,Delhi,budget,227.85,2.667,Desserts,0.387,0.855,0.678,80,3
5158,Delhi,mid,176.45,3.633,Biryani,0.13,0.494,0.729,109,3
5159,Delhi,mid,318.44,1.633,Desserts,0.674,0.578,0.622,49,2
5160,Bengaluru,budget,175.03,5.7,South Indian,0.824,0.898,0.801,171,3
5161,Mumbai,premium,601.16,4.033,Chinese,0.448,0.008,0.633,121,3
5162,Pune,premium,1056.55,3.5,Fast Food,0.284,0.015,0.627,105,3
5163,Hyderabad,budget,231.47,1.067,South Indian,0.2,0.856,0.725,32,2
5164,Chennai,budget,109.2,0.6,Chinese,0.336,0.959,0.706,18,2
5165,Pune,mid,333.76,1.233,Fast Food,0.42,0.44,0.755,37,2
5166,Hyderabad,mid,275.04,0.367,Biryani,0.709,0.415,0.484,11,1
5167,Chennai,budget,140.24,3.633,North Indian,0.265,0.764,0.259,109,3
5168,Hyderabad,mid,327.46,5.733,Biryani,0.371,0.545,0.527,172,3
5169,Chennai,budget,197.71,5.067,South Indian,0.466,0.68,0.451,152,3
5170,Mumbai,budget,105.58,1.6,South Indian,0.171,0.87,0.777,48,2
5171,Chennai,mid,88.33,1.433,Chinese,0.855,0.645,0.56,43,2
5172,Bengaluru,mid,189.55,3.567,North Indian,0.289,0.309,0.386,107,3
5173,Bengaluru,premium,494.34,0.1,Chinese,0.126,0.008,0.063,3,0
5174,Delhi,budget,117.22,5.2,Fast Food,0.444,0.737,0.769,156,3
5175,Bengaluru,budget,159.36,3.533,South Indian,0.228,0.664,0.741,106,3
5176,Bengaluru,budget,96.01,1.8,Chinese,0.612,0.639,0.39,54,3
5177,Bengaluru,budget,89.44,0.1,South Indian,0.274,0.735,0.13,3,0
5178,Pune,budget,103.53,4.933,Biryani,0.182,0.763,0.605,148,3
5179,Hyderabad,mid,238.43,5.867,Chinese,0.476,0.314,0.646,176,3
5180,Chennai,mid,294.55,0.633,South Indian,0.433,0.415,0.278,19,2
5181,Pune,mid,290.27,5.167,North Indian,0.217,0.38,0.721,155,3
5182,Hyderabad,budget,184.45,5.0,Biryani,0.434,0.711,0.749,150,3
5183,Bengaluru,budget,100.52,1.533,Desserts,0.232,0.631,0.585,46,2
5184,Chennai,mid,314.24,0.567,Chinese,0.456,0.384,0.866,17,2
5185,Mumbai,budget,122.75,0.1,Biryani,0.342,0.725,0.095,3,0
5186,Chennai,premium,861.78,1.967,Biryani,0.107,0.091,0.332,59,3
5187,Mumbai,budget,142.29,0.1,Biryani,0.406,0.639,0.137,2,0
5188,Bengaluru,mid,455.07,1.833,Chinese,0.056,0.329,0.632,55,3
5189,Delhi,premium,469.53,0.1,North Indian,0.148,0.381,0.201,3,0
5190,Pune,mid,345.06,5.933,Fast Food,0.219,0.416,0.729,178,3
5191,Hyderabad,mid,292.41,0.7,South Indian,0.044,0.307,0.798,21,2
5192,Hyderabad,mid,227.4,3.633,South Indian,0.467,0.7,0.896,109,3
5193,Hyderabad,budget,146.62,2.267,Biryani,0.354,0.828,0.717,68,3
5194,Chennai,mid,523.29,5.633,South Indian,0.539,0.418,0.439,169,3
5195,Mumbai,premium,529.42,3.233,Fast Food,0.118,0.025,0.283,97,3
5196,Mumbai,premium,674.51,3.933,North Indian,0.808,0.23,0.614,118,3
5197,Pune,budget,84.39,2.733,North Indian,0.423,0.658,0.829,82,3
5198,Hyderabad,budget,80.0,5.4,North Indian,0.556,0.689,0.516,162,3
5199,Chennai,mid,271.27,0.1,Biryani,0.168,0.354,0.081,1,0
5200,Bengaluru,mid,305.0,0.1,North Indian,0.518,0.519,0.13,2,0
5201,Pune,budget,129.72,2.733,Desserts,0.255,0.723,0.529,82,3
5202,Mumbai,budget,138.7,3.067,Fast Food,0.081,0.827,0.765,92,3
5203,Bengaluru,budget,80.0,0.1,North Indian,0.303,0.899,0.144,1,0
5204,Hyderabad,mid,287.41,4.433,Biryani,0.195,0.686,0.751,133,3
5205,Bengaluru,budget,175.09,2.067,North Indian,0.368,0.63,0.565,62,3
5206,Pune,budget,82.09,0.1,North Indian,0.242,0.756,0.003,1,0
5207,Mumbai,budget,132.24,3.167,Desserts,0.365,0.745,0.605,95,3
5208,Chennai,premium,758.57,6.133,Fast Food,0.275,0.356,0.594,184,3
5209,Pune,budget,110.89,3.0,Fast Food,0.394,0.646,0.423,90,3
5210,Mumbai,budget,167.08,6.067,Chinese,0.381,0.69,0.611,182,3
5211,Hyderabad,mid,197.89,3.567,Biryani,0.165,0.342,0.891,107,3
5212,Mumbai,budget,194.42,0.633,South Indian,0.297,0.807,0.403,19,2
5213,Hyderabad,premium,773.16,0.1,Fast Food,0.502,0.02,0.115,1,0
5214,Bengaluru,premium,711.13,6.1,North Indian,0.427,0.034,0.226,183,3
5215,Chennai,budget,206.24,5.9,Fast Food,0.367,0.978,0.924,177,3
5216,Delhi,budget,133.53,1.333,North Indian,0.167,0.917,0.852,40,2
5217,Bengaluru,budget,119.11,1.9,Chinese,0.275,0.858,0.734,57,3
5218,Mumbai,budget,218.63,4.567,North Indian,0.203,0.801,0.784,137,3
5219,Chennai,budget,242.04,3.0,Biryani,0.315,0.772,0.258,90,3
5220,Mumbai,budget,115.33,5.5,Fast Food,0.488,0.711,0.699,165,3
5221,Chennai,budget,144.31,3.533,North Indian,0.324,0.84,0.314,106,3
5222,Bengaluru,mid,454.5,1.733,Fast Food,0.164,0.451,0.798,52,3
5223,Pune,budget,146.09,2.3,North Indian,0.526,0.916,0.557,69,3
5224,Mumbai,budget,179.73,0.867,Chinese,0.535,0.726,0.272,26,2
5225,Hyderabad,mid,428.04,2.0,North Indian,0.693,0.599,0.923,60,3
5226,Delhi,budget,121.88,0.1,Fast Food,0.242,0.904,0.002,2,0
5227,Mumbai,budget,170.96,0.1,Other,0.063,0.819,0.153,2,0
5228,Pune,budget,149.69,3.033,South Indian,0.287,0.908,0.602,91,3
5229,Pune,budget,89.16,1.333,Fast Food,0.319,0.927,0.767,40,2
5230,Pune,budget,100.52,0.1,Chinese,0.274,0.83,0.23,2,0
5231,Delhi,premium,569.52,0.1,Fast Food,0.625,0.325,0.157,3,0
5232,Chennai,premium,885.7,0.1,South Indian,0.307,0.121,0.229,1,0
5233,Bengaluru,budget,198.07,0.1,North Indian,0.57,0.937,0.064,2,0
5234,Delhi,budget,187.5,1.8,North Indian,0.253,0.875,0.151,54,3
5235,Bengaluru,mid,394.01,2.133,South Indian,0.292,0.419,0.97,64,3
5236,Delhi,mid,391.28,0.1,South Indian,0.118,0.313,0.285,3,0
5237,Hyderabad,budget,163.88,6.133,South Indian,0.079,0.604,0.845,184,3
5238,Hyderabad,budget,170.38,6.367,Fast Food,0.285,0.906,0.699,191,3
5239,Delhi,budget,173.77,2.367,Desserts,0.096,0.67,0.548,71,3
5240,Chennai,mid,209.56,4.7,Chinese,0.456,0.607,0.548,141,3
5241,Hyderabad,budget,110.49,1.533,Chinese,0.544,0.843,0.697,46,2
5242,Hyderabad,budget,98.55,4.4,Biryani,0.436,0.872,0.926,132,3
5243,Mumbai,budget,205.36,0.1,Chinese,0.701,0.808,0.01,3,0
5244,Chennai,budget,232.71,0.1,North Indian,0.366,0.917,0.25,1,0
5245,Bengaluru,mid,133.1,0.1,North Indian,0.144,0.515,0.133,3,0
5246,Bengaluru,mid,506.48,6.633,North Indian,0.594,0.695,0.26,199,3
5247,Mumbai,mid,358.67,3.2,Other,0.412,0.322,0.396,96,3
5248,Pune,budget,200.64,1.6,South Indian,0.706,0.643,0.232,48,2
5249,Hyderabad,budget,175.32,0.467,Biryani,0.417,0.822,0.886,14,1
5250,Chennai,premium,988.08,1.3,North Indian,0.739,0.034,0.612,39,2
5251,Hyderabad,mid,370.97,1.733,Chinese,0.365,0.424,0.381,52,3
5252,Mumbai,budget,81.83,2.233,Desserts,0.51,0.732,0.428,67,3
5253,Chennai,budget,144.72,1.033,North Indian,0.158,0.855,0.249,31,2
5254,Bengaluru,premium,803.13,0.1,South Indian,0.306,0.33,0.141,3,0
5255,Hyderabad,mid,328.4,2.667,Chinese,0.347,0.365,0.517,80,3
5256,Hyderabad,premium,831.55,1.7,North Indian,0.218,0.326,0.342,51,3
5257,Chennai,mid,343.43,3.567,Biryani,0.283,0.564,0.816,107,3
5258,Delhi,budget,120.22,2.167,Biryani,0.087,0.746,0.862,65,3
5259,Pune,budget,95.7,4.6,Chinese,0.556,0.631,0.4,138,3
5260,Bengaluru,budget,130.41,3.6,Desserts,0.198,0.945,0.82,108,3
5261,Chennai,mid,370.46,6.2,Desserts,0.562,0.404,0.736,186,3
5262,Hyderabad,mid,154.06,4.367,Biryani,0.426,0.42,0.71,131,3
5263,Hyderabad,budget,111.0,2.533,South Indian,0.23,0.651,0.618,76,3
5264,Hyderabad,premium,300.66,1.133,Biryani,0.591,0.207,0.335,34,2
5265,Hyderabad,budget,119.15,0.8,Biryani,0.316,0.76,0.422,24,2
5266,Pune,budget,209.87,4.4,North Indian,0.358,0.67,0.493,132,3
5267,Delhi,budget,90.69,0.367,Fast Food,0.277,0.953,0.851,11,1
5268,Delhi,premium,840.63,2.633,North Indian,0.347,0.369,0.803,79,3
5269,Pune,premium,1269.77,0.1,South Indian,0.143,0.216,0.147,1,0
5270,Pune,mid,495.35,2.4,North Indian,0.534,0.347,0.8,72,3
5271,Bengaluru,premium,726.7,5.9,South Indian,0.266,0.009,0.311,177,3
5272,Delhi,premium,871.69,0.667,North Indian,0.557,0.145,0.717,20,2
5273,Chennai,premium,426.06,0.1,South Indian,0.88,0.133,0.168,2,0
5274,Pune,premium,385.32,0.1,North Indian,0.602,0.352,0.093,1,0
5275,Pune,budget,151.43,5.767,Biryani,0.402,0.707,0.61,173,3
5276,Delhi,mid,389.86,4.667,Chinese,0.494,0.501,0.662,140,3
5277,Delhi,mid,459.44,1.3,Desserts,0.274,0.41,0.526,39,2
5278,Hyderabad,mid,293.12,0.8,Biryani,0.472,0.323,0.559,24,2
5279,Delhi,budget,159.67,6.133,North Indian,0.163,0.905,0.534,184,3
5280,Pune,mid,365.91,0.1,Biryani,0.673,0.319,0.014,3,0
5281,Bengaluru,premium,673.72,0.1,North Indian,0.446,0.377,0.163,3,0
5282,Delhi,budget,146.38,0.667,North Indian,0.371,0.895,0.059,20,2
5283,Pune,premium,529.06,0.533,North Indian,0.153,0.094,0.708,16,2
5284,Pune,budget,163.99,3.667,Biryani,0.426,0.73,0.734,110,3
5285,Pune,budget,159.75,2.8,North Indian,0.467,0.852,0.762,84,3
5286,Hyderabad,budget,128.0,4.7,South Indian,0.184,0.899,0.634,141,3
5287,Chennai,mid,416.58,5.567,Fast Food,0.183,0.431,0.485,167,3
5288,Bengaluru,mid,452.78,0.533,Fast Food,0.243,0.672,0.699,16,2
5289,Mumbai,budget,183.87,6.467,Biryani,0.847,0.636,0.498,194,3
5290,Hyderabad,mid,245.76,6.133,South Indian,0.151,0.546,0.852,184,3
5291,Mumbai,budget,154.98,3.867,South Indian,0.298,0.694,0.616,116,3
5292,Delhi,budget,104.43,2.567,Fast Food,0.369,0.799,0.123,77,3
5293,Delhi,premium,719.31,0.1,North Indian,0.091,0.328,0.253,2,0
5294,Hyderabad,mid,259.25,1.667,North Indian,0.342,0.454,0.561,50,2
5295,Chennai,mid,477.72,4.7,Fast Food,0.238,0.32,0.579,141,3
5296,Delhi,mid,428.33,1.0,North Indian,0.402,0.638,0.874,30,2
5297,Chennai,premium,930.6,0.1,Biryani,0.584,0.356,0.061,1,0
5298,Chennai,budget,202.59,1.1,Biryani,0.401,0.979,0.467,33,2
5299,Hyderabad,budget,136.47,0.1,North Indian,0.441,0.794,0.026,3,0
5300,Hyderabad,budget,128.72,5.667,North Indian,0.558,0.924,0.759,170,3
5301,Bengaluru,mid,524.17,2.067,North Indian,0.321,0.548,0.894,62,3
5302,Mumbai,mid,333.49,0.1,North Indian,0.778,0.643,0.284,2,0
5303,Mumbai,mid,214.54,3.9,Chinese,0.514,0.336,0.303,117,3
5304,Mumbai,budget,200.37,5.333,Chinese,0.235,0.798,0.639,160,3
5305,Bengaluru,budget,157.19,0.467,Fast Food,0.413,0.736,0.59,14,1
5306,Hyderabad,mid,500.59,1.633,South Indian,0.228,0.518,0.81,49,2
5307,Mumbai,premium,748.59,0.1,Chinese,0.607,0.184,0.11,3,0
5308,Mumbai,budget,149.0,0.1,Chinese,0.344,0.63,0.203,2,0
5309,Chennai,budget,226.31,4.533,Biryani,0.596,0.919,0.671,136,3
5310,Hyderabad,budget,80.0,2.833,North Indian,0.317,0.825,0.668,85,3
5311,Pune,budget,120.73,3.333,Chinese,0.262,0.823,0.825,100,3
5312,Pune,budget,105.63,3.1,South Indian,0.267,0.748,0.629,93,3
5313,Pune,budget,80.0,0.2,North Indian,0.625,0.789,0.645,6,1
5314,Mumbai,mid,437.32,0.8,South Indian,0.418,0.437,0.355,24,2
5315,Bengaluru,budget,122.13,0.1,South Indian,0.453,0.885,0.177,2,0
5316,Bengaluru,budget,195.27,0.433,South Indian,0.603,0.65,0.22,13,1
5317,Chennai,budget,169.45,5.5,North Indian,0.433,0.917,0.181,165,3
5318,Pune,premium,821.43,6.633,North Indian,0.669,0.282,0.358,199,3
5319,Chennai,budget,127.23,3.3,South Indian,0.427,0.616,0.602,99,3
5320,Pune,budget,111.79,4.467,North Indian,0.103,0.965,0.8,134,3
5321,Mumbai,budget,154.49,0.5,Fast Food,0.622,0.956,0.688,15,1
5322,Mumbai,mid,441.92,0.5,North Indian,0.735,0.61,0.732,15,1
5323,Bengaluru,premium,689.92,4.067,Biryani,0.319,0.103,0.476,122,3
5324,Chennai,budget,114.9,5.167,South Indian,0.357,0.714,0.826,155,3
5325,Delhi,budget,90.05,6.2,North Indian,0.162,0.761,0.839,186,3
5326,Delhi,budget,160.21,2.5,Fast Food,0.308,0.821,0.173,75,3
5327,Delhi,mid,294.59,2.867,Biryani,0.184,0.363,0.309,86,3
5328,Chennai,premium,685.65,5.333,North Indian,0.436,0.094,0.54,160,3
5329,Chennai,budget,138.06,1.067,South Indian,0.24,0.824,0.912,32,2
5330,Bengaluru,budget,127.78,6.333,Fast Food,0.099,0.826,0.074,190,3
